timestamp,elapsed_time,linear_acc_x,linear_acc_y,linear_acc_z,angular_vel_x,angular_vel_y,angular_vel_z,orientation_x,orientation_y,orientation_z,orientation_w
313.08,26.966875314712524,-0.0019211869892100356,0.9774442494273966,9.819509754560174,-0.00037391499862554737,-0.00023787972413046648,0.9997634158604342,6.155608781980853e-10,2.9901023938677805e-10,0.20224419122474457,0.9793351250291439
313.09,26.976829528808594,-0.020130077494016768,0.996239581096286,9.81600403189024,-0.00019880660661285163,4.3927747409716875e-05,1.0002810422017103,6.167859457092395e-10,3.0269601391980436e-10,0.20713830723561974,0.97831166898671
313.1,26.986625909805298,0.006179307211445674,1.021440909156377,9.810102302819045,0.000131745628288081,-0.00010892454024186404,0.9999707602132285,6.177301826768169e-10,3.0633956670078113e-10,0.2120272448739149,0.9772637553041538
313.11,26.996702194213867,-0.0032021485650997107,1.0010717681834873,9.785086822179004,-0.0002542324010434286,-0.00017678289468114875,0.9998137247206484,6.184173506959926e-10,3.0995165486026855e-10,0.21691088191425234,0.9761914101789573
313.12,27.006710290908813,0.01508621189983737,1.0015607505119415,9.80459772231797,-0.00015996250664150908,0.0002461008006023756,1.0000502764894494,6.188711824250798e-10,3.1352033337119727e-10,0.22178909626390456,0.975094660419408
313.13,27.016679048538208,-0.0020378458379543955,0.9698903827674318,9.778461864335473,-0.00019728837798901314,9.412830711219122e-06,0.9999272509080549,6.191126480186739e-10,3.1705667132140763e-10,0.2266617659654114,0.9739735334440259
313.14,27.027754068374634,-0.005563099907837899,0.9864032224433703,9.809341167653544,0.00016648508531028048,-4.075259106373098e-06,1.0001892652320825,6.191612356261023e-10,3.205582867710992e-10,0.2315287691999696,0.972828057280806
313.15,27.03675103187561,0.011076232940320938,0.9702027534766917,9.779912450376866,0.0002909338058300049,-7.989579130479932e-05,0.9999299840416205,6.190301649292635e-10,3.2402947053626304e-10,0.23638998429048483,0.9716582605665144
313.16,27.046753883361816,0.021511753001422985,0.9897048935100957,9.81788360674788,9.482065735363629e-05,0.00039224130244220977,0.9998231820076336,6.187420511244415e-10,3.274692555301301e-10,0.24124528970427073,0.9704641725460567
313.17,27.056678533554077,-0.017922480760554454,0.9952859990854608,9.812706811255492,4.897442255045079e-05,-0.0003299893893923129,1.0001925661420685,6.183067889405257e-10,3.3088175382248737e-10,0.24609456405641825,0.9692458230716713
313.18,27.06677746772766,0.003212338832918089,0.9989859912441083,9.783993915723869,-0.00012108714721621464,2.8748091741553038e-05,1.0000604266913098,6.177358505223936e-10,3.342659006442379e-10,0.2509376861129217,0.9680032426021582
313.19,27.07693362236023,0.016391123704687798,1.0090121017773674,9.766198065577465,0.0001745539827085032,0.00018803959192178603,0.999765529547283,6.170422178919765e-10,3.3762305406896327e-10,0.25577453479306106,0.9667364622022867
313.2,27.086685180664062,-0.0012704460518123053,0.9939267761595503,9.821894709892051,2.9261287016637006e-05,0.0003665938375109191,1.0001772484000697,6.162385763113185e-10,3.409568988200758e-10,0.260604989173357,0.9654455135417817
313.21,27.096916913986206,0.01592742949584252,0.9980519863581553,9.782621898132827,0.00010700191558982527,0.0005381051862016756,1.0004087343263512,6.153309070871839e-10,3.4426553056418576e-10,0.26542892848989635,0.9641304288947141
313.22,27.106736421585083,0.012049544376807952,1.0034415553317606,9.81121122000119,-0.00012206518740945845,-2.8235969965037822e-06,0.9997538076313691,6.143283623039512e-10,3.475480328885721e-10,0.27024623214146276,0.962791241138671
313.23,27.116713047027588,-0.00035891109761878887,1.0142810086291898,9.81831635353034,-0.0001770051585849095,-0.00015833595965565183,1.0001425835000328,6.132389528981217e-10,3.5081126904966747e-10,0.2750567796928125,0.9614279837538637
313.24,27.12732481956482,-0.02785735105109007,0.9913982569066602,9.79025481947955,-1.773361927899143e-05,0.0004003657081964276,1.000060156431731,6.12070262491352e-10,3.540542362859285e-10,0.2798604508774346,0.9600406908223625
313.25,27.13680148124695,0.0030794698315277816,0.9987067196509541,9.773133821230983,2.2069537371028705e-05,0.000354390750926809,0.9997021738887509,6.10826387720943e-10,3.5727315556418266e-10,0.2846571256008131,0.9586293970271739
313.26,27.146694898605347,0.020486882446858427,1.020030240942995,9.824405720860137,0.00013808328313706566,-7.968438692801735e-05,1.0001775591244366,6.095155529574641e-10,3.60475352811097e-10,0.2894466839429808,0.9571941376515071
313.27,27.156675815582275,0.038376120867859784,1.003975071670283,9.802408993045475,0.00012672154613122281,-0.00016600918186557254,1.0000973136642233,6.081425883326487e-10,3.6365743267191827e-10,0.2942290061618955,0.9557349485777861
313.28,27.166852951049805,0.017067123830738207,1.0200687888469913,9.784271607046485,0.0004490381907852229,-8.654600218218905e-05,1.0001191136647278,6.067100390846683e-10,3.6682133159377853e-10,0.29900397269636053,0.9542518662867755
313.29,27.17701029777527,-0.014278113226602017,1.0008702254820168,9.812726992156065,-4.102611214274809e-05,-0.0001251891080301451,0.9998627359691891,6.052243802010484e-10,3.6996831922576125e-10,0.30377146416891826,0.9527449278567016
313.3,27.186593055725098,-0.011557935114119991,1.0236710303392964,9.808988259179594,-0.00025378282531228713,4.199988372269003e-05,0.9999356713381905,6.03686704700312e-10,3.7309809182752167e-10,0.3085313613890536,0.9512141709622587
313.31,27.196717739105225,0.035667535024698174,0.9749483610485933,9.81369189996582,-0.0002818127344762702,-0.0001903191675951396,1.0001375981041378,6.021049504113329e-10,3.762125668785517e-10,0.31328354535587644,0.9496596338737645
313.32,27.206969499588013,-0.03237471171317313,0.9897049466349552,9.804004693363096,0.00029069260587271593,-0.00016034526228157308,1.0002946018163617,6.004781867124787e-10,3.7931077374237967e-10,0.31802789726071423,0.9480813554563388
313.33,27.216692447662354,0.02843620037714784,0.9871355434240815,9.798465763695852,0.00017877470031731166,0.0002056553415642176,1.0000582128880262,5.988087231026939e-10,3.823931056426977e-10,0.3227642984917618,0.9464793751683768
313.34,27.22701668739319,0.008275247165903795,0.995694206042566,9.792259735009148,-4.600443355460862e-05,-0.0002652815385276524,1.0000385570435861,5.971035601447184e-10,3.854592342393856e-10,0.327492630634436,0.9448537330614389
313.35,27.236753702163696,-0.014188243765623162,0.9905758483423026,9.794046212625043,-0.00016525282530118585,-9.700322112706208e-06,1.0000421880149928,5.953609314182294e-10,3.8851033438425557e-10,0.33221277547718864,0.9432044697782889
313.36,27.246764659881592,-0.01219513585588034,0.9881222087715367,9.78296514823236,0.0002603721631016435,-0.00047466561239440194,1.0002065129726867,5.93583477018024e-10,3.915486322121592e-10,0.3369246150113424,0.941531626552958
313.37,27.256920099258423,0.0027224431789378556,0.9925182067865872,9.812679518163112,9.741615809238912e-05,-0.00020593951932330878,1.000372482248871,5.91773788903366e-10,3.945689161113507e-10,0.34162803143781467,0.9398352452083948
313.38,27.26676058769226,-0.00048149096612752477,1.0118659764633717,9.816053875632022,-0.0002818491312245473,6.220921254502719e-05,0.9997680713648083,5.899264639845567e-10,3.97559045176788e-10,0.346322902730251,0.9381153697944049
313.39,27.277005434036255,-0.022375453431400922,0.9669043145546281,9.805741121027312,0.00016443459415711354,0.00012188114415794225,0.9997026818242449,5.875241414199073e-10,3.9965983284096966e-10,0.35100805347455993,0.9363724400023745
313.4,27.28657579421997,-0.0019186835699747246,0.9655172517151193,9.784656415448746,-0.00024464954855124907,-0.00024311978612964153,0.9981753075363552,5.842339477538066e-10,4.0063562652406226e-10,0.3556799747098942,0.934607808436442
313.41,27.296798706054688,0.01983896050098192,0.9655574939650577,9.77794616866676,-0.00016131049817467668,5.269079852519814e-05,0.9959659759264035,5.799925941860615e-10,4.0079605454811997e-10,0.3603348327959868,0.9328230315948938
313.42,27.306734561920166,-0.005082822091367568,0.9207336599069763,9.78708667074447,-2.2450931925793335e-06,1.1540592260674342e-06,0.9931110518790498,5.747385326722412e-10,4.004355767938291e-10,0.3649687846212454,0.9310197561019267
313.43,27.316633224487305,0.026268418527187684,0.9023462716527009,9.786248135600745,2.9991263670972393e-05,-0.00023215463083661026,0.9888467591679826,5.684104187072702e-10,3.9981559905374107e-10,0.3695779806380296,0.9291997181594042
313.44,27.32698392868042,0.02611968116259046,0.8608398287417528,9.791111058859611,-6.130401993396882e-05,0.00016925982798515442,0.9846687777535488,5.60960926826399e-10,3.99161739429203e-10,0.3741585613272948,0.9273647453863495
313.45,27.336958408355713,0.0027284521515546986,0.8199352417436817,9.81274318451855,-0.00018667971539680766,-7.967324044839226e-05,0.9794167183699517,5.523344663020089e-10,3.9869265813607056e-10,0.37870666920539553,0.9255167522521432
313.46,27.346704244613647,-0.017268391711396634,0.7953280369657582,9.804474215889035,-1.0407499254272322e-05,4.622212757086164e-05,0.9727353612848513,5.421229620574733e-10,3.9899519107219187e-10,0.38321828968307586,0.9236578059283526
313.47,27.356688976287842,-0.04768749406510178,0.7802898657500676,9.824202782612758,0.0002152021116776887,4.885365473414753e-06,0.9653889474306415,5.305406818039143e-10,4.010810415926018e-10,0.3876893235454087,0.9217900999733635
313.48,27.366853713989258,-0.051923535268513274,0.7992791636587255,9.810411368120539,7.558802442321079e-05,-0.00020336280617488004,0.9588890996932016,5.192228953271383e-10,4.0416556787978443e-10,0.3921194725858501,0.9199142999317897
313.49,27.376835346221924,-0.0017049987924642324,0.8135256509623513,9.796894470376184,-0.00022959713249189683,5.648651214465517e-05,0.9522174856885176,5.081939349202115e-10,4.080815093645467e-10,0.3965096051066593,0.9180305730519878
313.5,27.3866229057312,-0.030532324056033292,0.8049651580007652,9.7609670910353,-0.00016039976939099678,-2.9833914806421516e-05,0.9462019229614526,4.974632121931129e-10,4.1269084593604703e-10,0.40086059702214605,0.916139062454521
313.51,27.396958589553833,-0.0075346165084247164,0.7687559909843908,9.803990102862905,9.849944712999734e-05,0.00013913779159164887,0.9394219034432126,4.870343465553145e-10,4.1786345447987723e-10,0.4051733253401434,0.9142398899811855
313.52,27.406760692596436,-0.04473015562357525,0.8112417654527034,9.789241933421836,0.00040873822952511844,-0.0002221680842609139,0.9335690252490201,4.769199557101028e-10,4.2348058842872515e-10,0.40944867384570466,0.9123331537799082
313.53,27.41675305366516,-0.030236063373863708,0.7421347053949451,9.779515905338515,0.0001753197519809432,0.00014660201767901045,0.9276512936562727,4.67122705663097e-10,4.294390091836932e-10,0.4136875287555654,0.9104189302470117
313.54,27.427415370941162,-0.02805725177322367,1.0572306620849095,9.749486706246753,-9.24170505462222e-05,0.00022073722296394942,0.9269079698132795,4.620258391466499e-10,4.45128668257082e-10,0.41789797328448564,0.9084939647156273
313.55,27.43674659729004,-0.020753675154868895,0.9765740474565091,9.784166096076135,0.0002130636365591529,0.00013296324598644673,0.931519989140792,4.64924675615605e-10,4.6236497833585855e-10,0.4221163865664455,0.9065416461432355
313.56,27.446728944778442,-0.017241650133099095,1.0118904570718248,9.807160745819456,0.00031727659566932475,-9.609745302471313e-05,0.9343220079116912,4.712295023743037e-10,4.6300763689993496e-10,0.42634021467999883,0.9045628896581003
313.57,27.456830978393555,0.02846078525135226,1.0097688849537034,9.803853415159463,9.922760630183798e-05,0.0001432815585572629,0.9375685731334537,4.784375848012593e-10,4.629399322171951e-10,0.43056839370479105,0.9025579528996883
313.58,27.466718196868896,0.012822643735884607,1.0544672766295975,9.792138849626,-0.00023641947652383144,0.00036000635587635763,0.9412366278063223,4.865187594028899e-10,4.6211248230951857e-10,0.4348035053665341,0.9005253531805611
313.59,27.476755142211914,0.03520794006224627,1.0675406006159176,9.79128388190911,-2.1052308455978405e-05,0.00020002117230870576,0.9460984196562658,4.954437949671951e-10,4.6049279840117164e-10,0.4390479739082302,0.8984636200798995
313.6,27.48665738105774,0.029679847683125225,1.0907783089432879,9.776222159662048,-4.414264365269376e-05,-0.000564960753097638,0.9506600598083794,5.051843274902633e-10,4.5806081643725597e-10,0.44330407153909607,0.8963712959242169
313.61,27.496828317642212,0.028701075517979693,1.1020351659683565,9.795991081598983,-8.50638772713974e-05,0.00040541319268089617,0.9563237627863646,5.1571084325601e-10,4.547967759178131e-10,0.44757392480222513,0.8942469356039932
313.62,27.506747484207153,0.049044167066905266,1.1529602436099529,9.778791045375307,0.00045278445687269616,0.00034943950238987016,0.9627409903746879,5.26987720031349e-10,4.507083002328655e-10,0.4518595181926033,0.8920891075552646
313.63,27.516676664352417,0.04496733717347096,1.1132922078869265,9.834444150346076,-0.00024072527591416563,-0.00031433527827939655,0.9690187336750664,5.389911550368905e-10,4.4579372499137123e-10,0.45616270561173855,0.8898963906034109
313.64,27.52696704864502,0.039092168529499635,1.1389178217165308,9.795701261972011,-0.0003419724267933102,0.0001422983433806211,0.9758627261108831,5.516886716828236e-10,4.400656361288478e-10,0.4604852084500223,0.8876673773428533
313.65,27.536699533462524,0.07716956865858926,1.1611293606131903,9.779480405396743,-2.8051917891968683e-05,-8.909162573141637e-06,0.9829379846288372,5.650551019179786e-10,4.3355372041048636e-10,0.4648286230198164,0.8854006727021961
